,Adj Close,Adj Close,Adj Close,Adj Close
,AAPL,GOOG,MSFT,TSLA
Date,,,,
2009-09-B2,5.612656593322754,12.069260597229004,18.92656898498535,
2009-10-B1,5.745006084442139,13.27648639678955,19.734118461608887,
2009-10-B2,5.956276893615723,13.571754932403564,21.13694190979004,
2009-11-B1,6.052652835845947,13.986948490142822,22.046865463256836,
2009-11-B2,6.008589108784993,14.402100880940756,22.516157786051433,
2009-12-B1,5.920760869979858,14.78122091293335,22.92879295349121,
2009-12-B2,6.371079206466675,15.422940731048584,23.412426948547363,
2010-01-B1,6.342850208282471,14.720075607299805,23.427659034729004,
2010-01-B2,5.91636061668396,13.448965072631836,21.75969696044922,
2010-02-B1,6.007880449295044,13.25544023513794,21.306527137756348,
2010-02-B2,6.166486024856567,13.294668674468994,21.924994468688965,
2010-03-B1,6.762356996536255,14.243486404418945,22.136916160583496,
2010-03-B2,6.972768465677897,14.043112754821777,22.550116856892902,
2010-04-B1,7.4247050285339355,13.902514934539795,23.342086791992188,
2010-04-B2,8.073241233825684,13.33364725112915,23.52956485748291,
2010-05-B1,7.43214225769043,12.461665630340576,21.86144733428955,
2010-05-B2,7.64098580678304,12.091345151265463,20.06396420796712,
2010-06-B1,8.007370233535767,12.310482025146484,20.023115158081055,
2010-06-B2,7.79579758644104,11.322933673858643,18.37053680419922,1.2799999713897705
2010-07-B1,7.733263969421387,11.545475006103516,18.89321994781494,1.2680000066757202
2010-07-B2,7.849675178527832,12.140868186950684,19.838640213012695,1.3743329644203186
2010-08-B1,7.7282555103302,12.286073684692383,19.196825981140137,1.2636665105819702
2010-08-B2,7.589077472686768,11.549626032511393,18.628602345784504,1.3299996455510457
2010-09-B1,8.177359104156494,12.033519744873047,18.95922565460205,1.3466669917106628
2010-09-B2,8.724664688110352,13.112226963043213,18.99400043487549,1.3566665053367615
2010-10-B1,9.240243911743164,14.169389247894287,19.361047744750977,1.3656665086746216
2010-10-B2,9.234780311584473,15.270637035369873,20.110612869262695,1.4186664819717407
2010-11-B1,9.488395690917969,15.297286987304688,20.52402400970459,1.8093330264091492
2010-11-B2,9.502866744995117,14.560673077901205,20.163715362548828,2.1733333269755044
2010-12-B1,9.73138952255249,14.732404232025146,21.47427463531494,2.0959999561309814
2010-12-B2,9.807124614715576,14.921570301055908,21.851353645324707,1.8906665444374084
2011-01-B1,10.390549182891846,15.449840068817139,22.119589805603027,1.7996670007705688
2011-01-B2,10.212669690450033,15.141578992207846,21.65050443013509,1.5668890078862507
2011-02-B1,10.736751079559326,15.623688697814941,21.112741470336914,1.5476664900779724
2011-02-B2,10.748135566711426,15.076738357543945,20.529744148254395,1.6186665296554565
2011-03-B1,10.361104488372803,14.169016361236572,19.739831924438477,1.5676669478416443
2011-03-B2,10.565091133117676,14.589564800262451,19.982282638549805,1.647000014781952
2011-04-B1,10.055428981781006,13.808990478515625,20.115239143371582,1.7356665134429932
2011-04-B2,10.636881828308105,13.315092086791992,20.115239143371582,1.8113335371017456
2011-05-B1,10.429405689239502,13.260919570922852,19.904074668884277,1.8223334550857544
2011-05-B2,10.28096866607666,13.017955780029297,19.155616760253906,1.9477780262629192
2011-06-B1,9.807124137878418,12.385201930999756,18.881275177001953,1.8119999766349792
2011-06-B2,10.163036823272705,12.402388095855713,19.806248664855957,1.8863335251808167
2011-07-B1,10.998106479644775,14.067396640777588,21.13663673400879,1.879667043685913
2011-07-B2,11.895858764648438,15.216962814331055,21.620771408081055,1.9153335094451904
2011-08-B1,11.392420291900635,14.231781005859375,19.987306594848633,1.6850000023841858
2011-08-B2,11.26841958363851,12.807162602742514,19.791083653767902,1.5355556805928547
2011-09-B1,11.807828903198242,13.34410810470581,20.937326431274414,1.6256664991378784
2011-09-B2,11.923786163330078,12.958303928375244,19.784703254699707,1.6923335194587708
2011-10-B1,12.017582416534424,13.783336639404297,21.198752403259277,1.8346664905548096
2011-10-B2,12.12240982055664,14.834147771199545,21.227793375651043,2.0046666860580444
2011-11-B1,11.528257369995117,14.98421049118042,20.679866790771484,2.2079999446868896
2011-11-B2,11.432793140411377,14.736763000488281,19.762081146240234,2.1653335094451904
2011-12-B1,11.757134914398193,15.608744621276855,20.63206195831299,1.968000054359436
2011-12-B2,12.268468856811523,15.928296089172363,20.747790336608887,1.8820000290870667
2012-01-B1,12.782683372497559,15.878110408782959,22.491740226745605,1.6566665172576904
2012-01-B2,13.429704030354818,14.630992889404297,23.726207097371418,1.9351110061009724
2012-02-B1,15.109853267669678,15.075368881225586,24.64274311065674,2.2023329734802246
2012-02-B2,16.203404903411865,15.331907272338867,25.532054901123047,2.2596664428710938
2012-03-B1,17.161861419677734,15.258931159973145,25.945805549621582,2.335333466529846
2012-03-B2,18.14627742767334,15.987948417663574,25.817255973815918,2.3773335218429565
2012-04-B1,18.80361843109131,15.652829647064209,25.037962913513184,2.268999934196472
2012-04-B2,17.61840311686198,15.010486920674643,25.54276466369629,2.1851112842559814
2012-05-B1,16.65113639831543,15.014098644256592,24.274733543395996,1.9936665296554565
2012-05-B2,17.048633575439453,14.477111339569092,23.253352165222168,1.9320000410079956
2012-06-B1,17.5217227935791,14.258554935455322,24.126720428466797,1.999666452407837
2012-06-B2,17.69853973388672,14.340622901916504,24.781744956970215,2.1693334579467773
2012-07-B1,18.37773036956787,14.476986408233643,24.090330123901367,2.1746665239334106
2012-07-B2,18.265267690022785,15.667192459106445,24.160418192545574,1.9682219823201497
2012-08-B1,19.314831733703613,16.427675247192383,24.793869972229004,1.9983335733413696
2012-08-B2,20.249333381652832,16.982844352722168,24.982547760009766,1.934000015258789
2012-09-B1,20.908733367919922,17.631787300109863,25.30001735687256,1.9913334846496582
2012-09-B2,20.83968734741211,18.53664493560791,24.807530403137207,1.976666510105133
2012-10-B1,19.545730590820312,18.83440399169922,24.034201622009277,1.8843334913253784
2012-10-B2,18.196143468221027,16.976866404215496,23.43046506245931,1.8675553401311238
2012-11-B1,16.418692588806152,16.316466331481934,22.52825355529785,2.072000026702881
2012-11-B2,17.712997436523438,17.01547145843506,22.290698051452637,2.198333501815796
2012-12-B1,15.971372604370117,17.262420654296875,21.859822273254395,2.2660000324249268
2012-12-B2,15.88318125406901,17.879732131958008,22.088252385457356,2.2582223415374756
2013-01-B1,15.623172760009766,17.988823890686035,22.192214965820312,2.2476664781570435
2013-01-B2,13.681568145751953,19.0444917678833,22.902134895324707,2.50933301448822
2013-02-B1,14.360241413116455,19.654579162597656,22.799543380737305,2.542666435241699
2013-02-B2,13.573097229003906,19.99878978729248,22.956058502197266,2.35866641998291
2013-03-B1,13.482229709625244,20.49592685699463,23.18691062927246,2.458667039871216
2013-03-B2,13.931804180145264,19.98135471343994,23.526195526123047,2.4836665391921997
2013-04-B1,13.1375412940979,19.590320587158203,23.78685760498047,2.8373334407806396
2013-04-B2,12.913809140523275,20.315601984659832,26.218372344970703,3.412889003753662
2013-05-B1,13.693504333496094,22.284098625183105,27.953388214111328,5.60866641998291
2013-05-B2,13.873790264129639,21.72531795501709,28.82021713256836,6.494666576385498
2013-06-B1,13.516898155212402,21.852715492248535,29.195209503173828,6.744667053222656
2013-06-B2,12.558315753936768,21.934035301208496,28.253573417663574,6.896999835968018
2013-07-B1,13.083884716033936,22.62133502960205,29.11604118347168,8.33299970626831
2013-07-B2,13.730743090311686,22.32067044576009,26.363332112630207,8.601555665334066
2013-08-B1,14.884880542755127,21.759939193725586,26.87442970275879,9.833333492279053
2013-08-B2,15.422357082366943,21.383723258972168,28.59532070159912,11.028000354766846
2013-09-B1,15.030338287353516,22.02556800842285,26.929532051086426,11.083666801452637
2013-09-B2,14.910798708597818,22.01622772216797,27.956140518188477,12.339333534240723
2013-10-B1,15.632414817810059,23.454586029052734,28.989739418029785,12.070000171661377
2013-10-B2,16.323596954345703,25.432671546936035,29.900254249572754,11.060999870300293
2013-11-B1,16.364564895629883,25.52420425415039,31.729679107666016,9.113333225250244
2013-11-B2,16.887930870056152,26.045873641967773,31.884592056274414,8.288666725158691
2013-12-B1,17.493515968322754,26.53379535675049,31.729345321655273,9.500333309173584
2013-12-B2,17.26763979593913,27.59672737121582,31.28542645772298,9.864888827006022
2014-01-B1,16.852456092834473,28.402416229248047,30.61744213104248,10.524333477020264
2014-01-B2,16.429580211639404,28.70241641998291,31.560222625732422,11.867000102996826
2014-02-B1,16.74753761291504,29.641894340515137,31.361528396606445,12.82533311843872
2014-02-B2,16.60403537750244,30.130064964294434,32.37504005432129,15.147000312805176
2014-03-B1,16.66151523590088,29.733427047729492,32.20153999328613,15.905999660491943
2014-03-B2,16.860005696614582,28.157012939453125,34.169411977132164,14.521999994913736
2014-04-B1,16.494443893432617,26.594484329223633,33.74345588684082,13.396666526794434
2014-04-B2,18.38888931274414,26.031280517578125,33.90532684326172,13.691999912261963
2014-05-B1,18.734192848205566,25.912856101989746,33.80735778808594,12.460667133331299
2014-05-B2,19.80337429046631,27.73859405517578,34.77079200744629,13.835666179656982
2014-06-B1,20.39724826812744,27.626401901245117,35.47854804992676,13.819666862487793
2014-06-B2,20.520528157552082,28.560420354207356,35.95468521118164,15.508888562520346
2014-07-B1,21.08037567138672,29.276123046875,37.224388122558594,14.605000019073486
2014-07-B2,21.54166316986084,28.798184394836426,37.473182678222656,15.228000164031982
2014-08-B1,21.475793838500977,28.478063583374023,37.74342155456543,17.004666328430176
2014-08-B2,22.768117904663086,28.77499771118164,38.97611618041992,17.549333572387695
2014-09-B1,22.411773681640625,28.962982177734375,39.973283767700195,18.55299949645996
2014-09-B2,22.44044303894043,29.06121253967285,40.29125467936198,16.914000193277996
2014-10-B1,22.16266632080078,26.31924057006836,37.83672523498535,15.479666233062744
2014-10-B2,23.81816291809082,27.396284103393555,40.1761474609375,15.89799976348877
2014-11-B1,24.9871883392334,27.060954093933105,42.41199493408203,16.629332542419434
2014-11-B2,26.409849166870117,26.90937042236328,41.476036071777344,16.243332862854004
2014-12-B1,25.212767601013184,26.026543617248535,41.424217224121094,14.35699987411499
2014-12-B2,25.063552220662434,26.181285858154297,41.20559565226237,14.809333483378092
2015-01-B1,24.45772075653076,25.03750991821289,40.58157920837402,13.324333190917969
2015-01-B2,25.819724082946777,26.7882022857666,38.04061508178711,13.496333122253418
2015-02-B1,27.656466484069824,26.926323890686035,37.47595405578613,14.037667274475098
2015-02-B2,29.05510139465332,27.3586368560791,38.23262405395508,14.014999866485596
2015-03-B1,28.179938316345215,27.798803329467773,36.63153839111328,12.751999855041504
2015-03-B2,28.11874008178711,27.32880147298177,36.20284525553385,12.757332801818848
2015-04-B1,28.366908073425293,26.52866554260254,36.45656967163086,13.92300033569336
2015-04-B2,29.19814682006836,27.535322189331055,42.22644805908203,14.815333843231201
2015-05-B1,28.93885326385498,26.801749229431152,42.0164852142334,16.181666374206543
2015-05-B2,29.72615623474121,26.805500030517578,41.14794921875,16.617666244506836
2015-06-B1,28.934425354003906,26.64150047302246,40.55481719970703,16.66100025177002
2015-06-B2,28.6373348236084,26.529666264851887,39.84888458251953,17.99155553181966
2015-07-B1,28.604162216186523,30.076499938964844,40.167367935180664,17.79366683959961
2015-07-B2,27.801116943359375,31.229249954223633,40.78816604614258,17.718667030334473
2015-08-B1,26.240825653076172,32.31049919128418,41.27248573303223,16.188666343688965
2015-08-B2,24.868397394816082,30.72599983215332,38.2112185160319,16.026222546895344
2015-09-B1,25.86594867706299,31.375499725341797,38.5398063659668,17.028666496276855
2015-09-B2,25.57395839691162,30.972000122070312,39.66995048522949,16.81599998474121
2015-10-B1,25.35467529296875,32.64525032043457,41.93465042114258,14.923333644866943
2015-10-B2,27.106647491455078,35.32024955749512,46.760995864868164,13.867332935333252
2015-11-B1,26.572749137878418,36.268999099731445,47.758169174194336,14.65166711807251
2015-11-B2,27.09107716878255,37.894500732421875,48.683066050211586,15.155555725097656
2015-12-B1,25.012503623962402,36.95450019836426,48.27193641662598,14.916000366210938
2015-12-B2,24.337011337280273,37.68199920654297,49.59261703491211,15.686000347137451
2016-01-B1,22.146235466003418,35.222999572753906,46.099063873291016,13.866333484649658
2016-01-B2,22.679096221923828,36.704999923706055,47.91053009033203,13.125
2016-02-B1,21.510683059692383,34.14925003051758,44.912221908569336,10.45466661453247
2016-02-B2,22.635430653889973,35.281167348225914,46.37029266357422,12.399111111958822
2016-03-B1,23.88283920288086,36.61050033569336,47.886030197143555,14.674666404724121
2016-03-B2,24.7409610748291,37.1302490234375,49.33303451538086,15.511332988739014
2016-04-B1,25.067922592163086,37.45375061035156,49.46335983276367,16.81933307647705
2016-04-B2,22.877873420715332,35.29450035095215,45.679569244384766,16.483667373657227
2016-05-B1,21.084900856018066,35.548749923706055,45.59868049621582,14.084666728973389
2016-05-B2,22.58318837483724,36.078999837239586,46.57329432169596,14.717999776204428
2016-06-B1,22.41005516052246,35.278249740600586,45.980966567993164,14.47533369064331
2016-06-B2,21.847959518432617,34.36075019836426,45.70040512084961,13.65500020980835
2016-07-B1,22.56009578704834,35.637001037597656,47.967546463012695,14.57266616821289
2016-07-B2,23.41536808013916,37.78824996948242,51.248342514038086,15.235333442687988
2016-08-B1,24.959238052368164,39.13599967956543,52.44753074645996,15.187999725341797
2016-08-B2,25.068217595418293,38.607000986735024,52.50519307454427,14.283777872721354
2016-09-B1,25.30378818511963,38.2135009765625,51.66338920593262,13.328999996185303
2016-09-B2,26.19850444793701,39.10474967956543,52.378273010253906,13.716000080108643
2016-10-B1,26.886651039123535,38.84025001525879,52.464792251586914,13.104000091552734
2016-10-B2,26.238733291625977,39.2793337504069,54.10706456502279,13.12488873799642
2016-11-B1,25.485024452209473,37.86400032043457,54.354469299316406,12.452667236328125
2016-11-B2,25.858278274536133,37.804500579833984,54.90962219238281,12.603999614715576
2016-12-B1,26.818242073059082,39.50225067138672,56.967933654785156,13.155666828155518
2016-12-B2,27.100515365600586,39.04324913024902,57.47677993774414,14.234333515167236
2017-01-B1,27.638232231140137,40.35074996948242,57.55012130737305,15.558666706085205
2017-01-B2,28.851696650187176,40.49700037638346,58.738958994547524,16.64466603597005
2017-02-B1,31.309921264648438,41.04349899291992,58.962059020996094,18.048666954040527
2017-02-B2,32.384199142456055,41.4429988861084,59.43481636047363,16.952333450317383
2017-03-B1,32.6993350982666,42.38424873352051,59.86372947692871,16.83966636657715
2017-03-B2,33.30498695373535,41.09975051879883,60.343374252319336,18.048666954040527
2017-04-B1,33.315521240234375,41.20575141906738,60.246524810791016,20.21799945831299
2017-04-B2,33.494768142700195,43.728750228881836,62.1973876953125,20.65566635131836
2017-05-B1,35.736961364746094,46.48374938964844,63.35961723327637,21.10533332824707
2017-05-B2,36.23971939086914,48.01800028483073,64.6363296508789,21.68488947550456
2017-06-B1,34.25999641418457,47.24024963378906,65.08648681640625,24.290666580200195
2017-06-B2,34.14823532104492,46.85799980163574,65.00300788879395,24.8353328704834
2017-07-B1,34.491722106933594,46.86450004577637,65.9770736694336,21.366665840148926
2017-07-B2,35.77232869466146,47.37349955240885,67.87881978352864,22.675111134847004
2017-08-B1,37.12411880493164,45.62650108337402,67.25263977050781,23.51099967956543
2017-08-B2,38.25143241882324,46.33074951171875,68.43633651733398,23.44833278656006
2017-09-B1,37.61373519897461,46.16975021362305,69.6161003112793,24.10700035095215
2017-09-B2,36.137577056884766,47.19099998474121,69.43424987792969,23.072999954223633
2017-10-B1,36.87919616699219,49.214250564575195,71.57463836669922,23.748332977294922
2017-10-B2,38.71869150797526,50.66583379109701,76.7118657430013,21.601332982381184
2017-11-B1,40.792991638183594,51.178998947143555,77.53413772583008,20.601332664489746
2017-11-B2,41.00936508178711,51.26949882507324,78.50933837890625,20.736000061035156
2017-12-B1,40.69173049926758,52.5310001373291,80.14494323730469,21.952667236328125
2017-12-B2,40.79840660095215,52.66300010681152,80.16369247436523,21.21833324432373
2018-01-B1,41.728759765625,55.61224937438965,83.32244873046875,21.760000228881836
2018-01-B2,40.33302688598633,57.08750025431315,86.1828104654948,23.036000569661457
2018-02-B1,39.05655860900879,53.31450080871582,84.44253540039062,21.530333518981934
2018-02-B2,41.85367774963379,55.14274978637695,88.10224533081055,22.90566635131836
2018-03-B1,42.602190017700195,57.394248962402344,89.99979782104492,21.617332458496094
2018-03-B2,39.5938606262207,51.33399963378906,84.02460861206055,18.92233371734619
2018-04-B1,40.83027267456055,50.90775108337402,86.31299209594727,19.98799991607666
2018-04-B2,40.60853830973307,52.52033233642578,89.7706527709961,19.520222345987957
2018-05-B1,44.69879722595215,54.11549949645996,91.37471008300781,19.262666702270508
2018-05-B2,45.25361442565918,54.87899971008301,94.17782211303711,19.0223331451416
2018-06-B1,45.45908546447754,56.82824897766113,95.41207504272461,22.52766704559326
2018-06-B2,44.203569412231445,56.778249740600586,94.11634063720703,22.552666664123535
2018-07-B1,45.31095314025879,58.22475051879883,97.6961898803711,20.925665855407715
2018-07-B2,47.02001698811849,60.785332997639976,101.51246643066406,21.309555053710938
2018-08-B1,50.874549865722656,60.964250564575195,102.4204330444336,22.032999992370605
2018-08-B2,53.20082473754883,60.97100067138672,104.78466415405273,20.81599998474121
2018-09-B1,53.36265754699707,58.43400001525879,105.18816757202148,18.61466693878174
2018-09-B2,53.15407180786133,58.98900032043457,108.53494644165039,18.795666694641113
2018-10-B1,53.51370620727539,56.68575096130371,105.2451400756836,17.357666969299316
2018-10-B2,51.39505132039388,53.762001037597656,101.83665720621745,20.829110463460285
2018-11-B1,47.792537689208984,53.19099998474121,103.4222183227539,23.493999481201172
2018-11-B2,42.20848083496094,52.95775032043457,102.00961685180664,22.54366683959961
2018-12-B1,40.175472259521484,51.96699905395508,100.52685928344727,24.12266731262207
2018-12-B2,36.50762430826823,51.45550028483073,95.52872721354167,21.585110982259113
2019-01-B1,37.18489456176758,53.88624954223633,100.36476516723633,21.650667190551758
2019-01-B2,39.00978469848633,55.04349899291992,100.09775924682617,20.30833339691162
2019-02-B1,41.088632583618164,55.21774864196777,101.97624588012695,20.456000328063965
2019-02-B2,42.03553009033203,56.284000396728516,106.7871208190918,19.649999618530273
2019-03-B1,43.37533950805664,58.16950035095215,108.41117477416992,18.65233325958252
2019-03-B2,46.02959442138672,59.47025108337402,112.51455307006836,18.14633274078369
2019-04-B1,47.826072692871094,60.6254997253418,115.31556701660156,18.088666915893555
2019-04-B2,49.92861811319987,61.565834045410156,121.98692321777344,16.96511109670003
2019-05-B1,46.74333572387695,58.16425132751465,122.19122314453125,15.018333911895752
2019-05-B2,42.937204360961914,55.927499771118164,120.1060676574707,12.526333332061768
2019-06-B1,46.43606376647949,53.78474998474121,126.80052185058594,13.980666637420654
2019-06-B2,48.11091232299805,55.06975173950195,130.20301818847656,14.843999862670898
2019-07-B1,49.42434883117676,56.912248611450195,132.6203155517578,15.939333438873291
2019-07-B2,49.67135365804037,59.57500076293945,132.9150644938151,16.012444814046223
2019-08-B1,49.51465606689453,59.14025115966797,131.60149383544922,15.164999961853027
2019-08-B2,50.08083152770996,58.48474884033203,130.79086303710938,14.566999912261963
2019-09-B1,52.592294692993164,61.11224937438965,133.28375244140625,15.75499963760376
2019-09-B2,53.85391743977865,61.06700007120768,133.4958953857422,15.87066650390625
2019-10-B1,57.53610420227051,61.52350044250488,133.60679626464844,16.827999114990234
2019-10-B2,61.161476135253906,63.471750259399414,137.1556396484375,21.381333351135254
2019-11-B1,64.11947822570801,66.15599822998047,142.6910400390625,22.97700023651123
2019-11-B2,64.59673118591309,65.00749969482422,145.3696060180664,22.09933376312256
2019-12-B1,66.6517448425293,67.21125030517578,148.18411254882812,23.142667770385742
2019-12-B2,70.54930877685547,67.70233154296875,153.2061513264974,28.421777725219727
2020-01-B1,76.8108024597168,72.75300216674805,158.90554809570312,32.954999923706055
2020-01-B2,76.6594009399414,72.52350234985352,162.21001434326172,40.51300048828125
2020-02-B1,78.84888076782227,74.99925231933594,178.6453399658203,51.60333442687988
2020-02-B2,71.77300262451172,70.61100006103516,165.0028839111328,52.299665451049805
2020-03-B1,69.3973388671875,62.953500747680664,155.4390640258789,41.670000076293945
2020-03-B2,58.61769994099935,54.68183390299479,142.59252421061197,31.59777895609538
2020-04-B1,67.41332626342773,62.36749839782715,166.76224517822266,44.22966766357422
2020-04-B2,70.01420211791992,64.99800109863281,169.37229919433594,47.54899978637695
2020-05-B1,75.7218017578125,69.03900146484375,178.45410919189453,53.952999114990234
2020-05-B2,78.15510559082031,70.98350143432617,178.17777252197266,55.06266784667969
2020-06-B1,82.26269912719727,71.28924942016602,182.40520477294922,60.69799995422363
2020-06-B2,87.33617401123047,70.93866729736328,193.86371358235678,70.42888895670573
2020-07-B1,94.37445068359375,76.43224716186523,202.64812469482422,101.5163345336914
2020-07-B2,97.62790298461914,74.8707504272461,197.66644287109375,94.92533493041992
2020-08-B1,111.05511856079102,75.05550003051758,204.99786376953125,103.44733428955078
2020-08-B2,121.35228474934895,80.26450093587239,213.16486612955728,141.2217763264974
2020-09-B1,107.62242889404297,74.51774978637695,197.22256469726562,135.81166458129883
2020-09-B2,110.79937362670898,72.58449935913086,201.89932250976562,137.07166290283203
2020-10-B1,116.05656814575195,77.20574951171875,212.3646697998047,145.6116714477539
2020-10-B2,110.11087036132812,81.55025100708008,204.1864776611328,134.77833557128906
2020-11-B1,117.12165451049805,88.4692497253418,214.68598175048828,139.74166870117188
2020-11-B2,116.97768147786458,89.38949839274089,208.43073018391928,186.0455525716146
2020-12-B1,122.70044708251953,87.81949996948242,211.15067291259766,217.4983367919922
2020-12-B2,130.3806381225586,87.26824951171875,217.66339874267578,227.9066619873047
2021-01-B1,127.68591690063477,88.58499908447266,211.35604858398438,284.3633270263672
2021-01-B2,133.51873016357422,93.41975021362305,223.89257049560547,273.3616638183594
2021-02-B1,134.16024017333984,105.05274963378906,238.20887756347656,278.05833435058594
2021-02-B2,123.90014266967773,103.45000076293945,231.70357513427734,242.79999542236328
2021-03-B1,119.6176872253418,104.26150131225586,229.03450775146484,215.27999877929688
2021-03-B2,119.79036458333333,103.60833231608073,231.69884745279947,215.03666178385416
2021-04-B1,131.8088836669922,114.59099960327148,253.16554260253906,236.13333892822266
2021-04-B2,131.12803649902344,118.135498046875,251.5679473876953,239.8066635131836
2021-05-B1,127.22867202758789,117.87125015258789,245.33424377441406,210.35166931152344
2021-05-B2,123.85856119791667,120.1403325398763,243.98838806152344,200.5722198486328
2021-06-B1,127.41192245483398,125.63199996948242,254.10872650146484,205.53333282470703
2021-06-B2,134.95354461669922,127.85699844360352,266.5606994628906,225.12833404541016
2021-07-B1,144.0617904663086,130.70999908447266,274.4297637939453,216.8616714477539
2021-07-B2,145.50489044189453,136.51849365234375,282.23500061035156,221.76333618164062
2021-08-B1,146.02054595947266,137.72100067138672,286.0319519042969,236.04500579833984
2021-08-B2,148.8443806966146,142.5874989827474,296.8074035644531,236.19444274902344
2021-09-B1,146.02481079101562,141.69225311279297,293.1102752685547,249.2933349609375
2021-09-B2,143.32238006591797,139.54774475097656,289.60133361816406,258.2683410644531
2021-10-B1,142.4166259765625,140.8655014038086,294.8229217529297,271.4199981689453
2021-10-B2,147.73733520507812,143.44774627685547,315.35511779785156,337.2799987792969
2021-11-B1,149.22164154052734,149.44324493408203,331.1036834716797,375.9183349609375
2021-11-B2,158.35049947102866,145.0929972330729,327.10882568359375,359.32777913411456
2021-12-B1,173.7774200439453,145.73899841308594,328.5342254638672,324.93333435058594
2021-12-B2,175.39331817626953,145.91100311279297,330.8367614746094,353.9633331298828
2022-01-B1,171.12559509277344,138.39550018310547,307.7771453857422,346.0950012207031
2022-01-B2,166.91900126139322,135.46583557128906,299.18833414713544,301.5077819824219
2022-02-B1,166.72799682617188,132.2987518310547,287.42926025390625,286.163330078125
2022-02-B2,162.7972869873047,133.32074737548828,290.09864807128906,274.6933288574219
2022-03-B1,158.17669677734375,133.63849639892578,286.8032531738281,283.4566650390625
2022-03-B2,173.22459411621094,141.11074829101562,302.90968322753906,349.2050018310547
2022-04-B1,166.45005798339844,130.6317481994629,284.97520446777344,335.0816650390625
2022-04-B2,158.53899383544922,117.29024887084961,272.5001220703125,312.63499450683594
2022-05-B1,151.17691802978516,116.08775329589844,264.74334716796875,272.5399932861328
2022-05-B2,143.34737141927084,112.22533671061198,262.53993225097656,236.34222412109375
2022-06-B1,133.5475616455078,109.64649963378906,247.92351531982422,224.4949951171875
2022-06-B2,139.4622344970703,113.80950164794922,261.1159973144531,236.48500061035156
2022-07-B1,147.72290802001953,116.4677505493164,259.67989349365234,245.41500091552734
2022-07-B2,157.36035919189453,112.5,267.95982360839844,284.69667053222656
2022-08-B1,167.84231567382812,120.43500137329102,284.658447265625,294.1000061035156
2022-08-B2,162.9045664469401,112.7000020345052,267.88145446777344,284.98888142903644
2022-09-B1,153.3333740234375,107.70499801635742,252.6977767944336,301.51499938964844
2022-09-B2,143.65763092041016,97.65999984741211,233.65116119384766,270.2899932861328
2022-10-B1,138.6007843017578,98.375,229.67112731933594,214.0300064086914
2022-10-B2,146.45982869466147,94.92000071207683,231.38488260904947,216.81000264485678
2022-11-B1,150.0580062866211,97.2650032043457,242.34075164794922,188.0800018310547
2022-11-B2,147.53038024902344,99.21500015258789,250.08057403564453,188.86000061035156
2022-12-B1,137.93331909179688,91.96500015258789,243.90953826904297,164.63999938964844
2022-12-B2,130.51492309570312,89.27000045776367,238.15656280517578,123.16500091552734
2023-01-B1,131.80615997314453,90.4800033569336,230.99518585205078,117.72999954223633
2023-01-B2,145.67576599121094,101.73666636149089,247.74652608235678,167.0999959309896
2023-02-B1,151.4553985595703,94.7249984741211,259.3619842529297,202.5999984741211
2023-02-B2,148.66436767578125,91.68499755859375,251.70475006103516,197.33499908447266
2023-03-B1,151.54039001464844,96.73500061035156,263.4341049194336,176.78500366210938
2023-03-B2,162.3504409790039,105.02999877929688,283.81455993652344,198.93500518798828
2023-04-B1,164.70718383789062,109.18000030517578,288.2398986816406,185.02999877929688
2023-04-B2,167.11884307861328,107.06500244140625,295.8632354736328,164.69499969482422
2023-05-B1,172.83094787597656,112.06749725341797,309.13421630859375,169.0199966430664
2023-05-B2,177.17999776204428,124.6366678873698,328.64520263671875,195.75999959309897
2023-06-B1,182.94000244140625,123.46500015258789,334.55999755859375,252.47000122070312
2023-06-B2,190.3249969482422,121.99499893188477,337.7799987792969,259.18499755859375
2023-07-B1,190.68499755859375,122.91999816894531,341.22999572753906,277.9049987792969
2023-07-B2,191.94000244140625,120.30999755859375,343.7699890136719,260.0199890136719
